name,adresse1,postal_code,commune,city,latitude,longitude,phone,email,website,access,epoque,descriptif
Centre chorégraphique national de Rillieux-la-Pape,30 ter avenue du général Leclerc,69140,Rillieux-la-Pape,,45.814067,4.902734,,,,Bus C5 : Leclerc,,"Situé en plein cœur de la Velette, quartier de la ville nouvelle, il profite d’une vue panoramique sur la vallée de l’agglomération lyonnaise."
Eglise Saint-Denis,10 rue Général Brosset,69140,Rillieux-la-Pape,,45.819673,4.896216,,,,"Bus C2, Zi4 : Georges Sand / Bus 33 : Rillieux Salignat",,
Musée de l'Automobile Henri Malartre,645 rue du Musée,69270,Rochetaillée-sur-Saône,,45.845423,4.837940,04 78 22 18 80,musee-malartre@mairie-lyon.fr,http://www.musee-malartre.com,Bus 40 et 70 : Rochetaillée-Centre - Autoroute A 46 sortie Genay - Neuville,XIXe ,"Triple collection d'autos, de motos et de cycles présentée depuis 1960 dans la propriété du château de Rochetaillée dominant le val de Saône. La collection est labellisée Musée de France."
Vieilles Tours,Rue des Écoles,69450,Saint-Cyr-au-Mont-d'Or,,45.814773,4.817741,,,,Bus 20-S7 : Saint-Cyr,XIIe ,Ancienne église du château féodal transformée en salle municipale à la fin du XIXe siècle et actuellement utilisée comme salle de spectacle.
Ermitage du Mont Cindre,Route du Mont Cindre,69450,Saint-Cyr-au-Mont-d'Or,,45.822555,4.820760,,,,Bus 20 : Mont Cindre,XIVe ,"Situé sur son promontoire du Mont Cindre, l'Ermitage offre un panorama d'exception sur Lyon et ses alentours. La chapelle du XIVe siècle est entourée de deux jardins."
Eglise Sainte-Juliette,Place du Chanoine Chatard,69450,Saint-Cyr-au-Mont-d'Or,,45.814818,4.819994,,,,Bus 20-S7 : Saint-Cyr,XIXe ,"Église néogothique avec un clocher en pierre de deux tons. Vitraux classés, réalisés en 1870 par le maître verrier Lavergne."
Ecole Nationale Supérieure de Police,9 rue Carnot,69450,Saint-Cyr-au-Mont-d'Or,,45.814686,4.813545,04 72 53 18 50,,,Bus 20-S7 : Saint-Cyr,XVIIIe-XIXe-XXe-XXIe ,"Au coeur d'un parc de 5 hectares, l'Ecole Nationale Supérieure de la Police assure la formation initiale et continue des commissaires, officiers de police et cadres de la sécurité publique et privée. Ses bâtiments sont d'époques diverses (du XVIIIème siècle à 2008). "
Clos de la Rosette,1440 Route du Mont-Thou,69450,Saint-Cyr-au-Mont-d'Or,,45.833599,4.807434,,,,Bus 20-S7 : Saint-Cyr,,"Patrimoine typique des Monts-d'Or, les cabornes sont des constructions en pierres sèches qui servaient d'abris aux outils, aux animaux et parfois aux hommes. Certaines dates du XVIe siècle. Actuellement restaurées par des associations."
Chapelle de Saint Fortunat,Rue Victor Hugo - Hameau de Saint Fortunat,69370,Saint-Didier-au-Mont-d'Or,,45.824787,4.795803,,,,Bus 6 : Séquoia,XIVe ,"Chapelle classée XIVe siècle, remarquable par son chœur en ogive, ses pierres tombales, elle est au centre d'un gros hameau d'époque Renaissance que les carriers ont marqué de leur empreinte."
Maison des Carriers,46 Rue Victor Hugo,69370,Saint-Didier-au-Mont-d'Or,,45.825669,4.795234,,,,Bus 22 : Fortunat,,
Musée de la tour du télégraphe Chappe,Rue Sainte-Marguerite,69110,Sainte-Foy-lès-Lyon,,45.735612,4.802129,,,,"Bus C19, 17 : Sainte-Foy-Centre",XIXe  ,Premier télégraphe ancien optique reconstitué à l'identique de sa construction en 1821.
Domaine Lyon Saint Joseph,38 allée Jean-Paul II,69110,Sainte-Foy-lès-Lyon,,45.740769,4.780889,,,,"Bus C20, C20 E : La Plaine",XXe ,"Edifice construit entre 1926 et 1928 pour compléter les capacités d’accueil du Séminaire diocésain de Lyon. Transformé récemment en hôtel, de construction innovante entièrement en béton jusqu'à la charpente et de forme architecturale rappelant la tradition monastique."
Eglise Saint-Luc,4 bis place Saint Luc,69110,Sainte-Foy-lès-Lyon,,45.749424,4.800780,,,,Bus C20 : Charcot,XXe ,"Eglise construite dans les années 1960, achevée en 1968."
MJC - Espace Marcel Achard,112 avenue Foch,69110,Sainte-Foy-lès-Lyon,,45.742955,4.799244,04 78 59 66 71,,,"Bus 49, 90 : Chavril",XXIe ,
Maison de l'aqueduc,69 route de la Libération,69110,Sainte-Foy-lès-Lyon,,45.727315,4.778541,,,,"Bus 11, 12, 14, C19 : Sainte-Foy Mairie",,"Point d'informations, de documentations, d'expositions sur l'aqueduc du Gier, lieu de rencontre, d'échanges professionnels et amateurs."
Parc du Brûlet,rue du Brûlet,69110,Sainte-Foy-lès-Lyon,,45.744512,4.805388,,,,Bus 49 : arrêt Chavril - Brûlet,,Parc de 1.8 ha comportant des vestiges de l’aqueduc romain et des champs de mûriers.
Maison des anciens combattants,94 boulevard Baron du Marais,69110,Sainte-Foy-lès-Lyon,,45.734142,4.803695,,,,Bus C19 : Monument aux Morts,,
Jardin familial,210 chemin de Montray,69110,Sainte-Foy-lès-Lyon,,45.727754,4.781921,,,,"Bus C 19, puis rue Sainte Barbe",,L'association des jardins familiaux de Sainte-Foy œuvre pour un jardinage respectueux de l'environnement.
Jardin familial,117 chemin du Fort,69110,Sainte-Foy-lès-Lyon,,45.742696,4.800297,,,,Bus C19 : Entrée face à la CRS 46,,L'association des jardins familiaux de Sainte-Foy œuvre pour un jardinage respectueux de l'environnement.
Jardin familial,1 chemin du Vallon,69110,Sainte-Foy-lès-Lyon,,45.744343,4.796762,,,,Bus 49 : Chavril,,L'association des jardins familiaux de Sainte-Foy œuvre pour un jardinage respectueux de l'environnement.
Fort de Sainte-Foy-lès-Lyon,Impasse du Fort,69110,Sainte-Foy-lès-Lyon,,45.742877,4.803565,,,,,,
Ecole des mines,158 cours Fauriel,42000,Saint-Étienne,Saint-Étienne,45.422755,4.408854,04 77 42 01 23,,http://www.mines-stetienne.fr,,,
Gare de Saint-Fons,Avenue Diderot,69190,Saint-Fons,,45.705817,4.852773,,,,"TER : depuis Jean Macé (départ 10h53), retour depuis la gare de Saint-Fons (départ 17h31)",,
Le Lavoir de la Platte,Allée de la Platte,69230,Saint-Genis-Laval,,45.694520,4.788773,,,,"Bus 10, 88 : Saint-Genis - Centre",XIXe ,Ancien bassin d'irrigation du domaine de Beauregard aménagé en lavoir public.
Pavillon Pignet,116 avenue Georges Clémenceau,69230,Saint-Genis-Laval,,45.697525,4.794513,,,,"Bus C10, 88 : Saint-Genis-Mairie",XIXe ,"Dépendance de la maison d'Auguste Pignet, propriétaire de la manufacture des papiers peints. A l'intérieur, se trouve un papier peint panoramique de Pignet ""Le chemin de fer de Saint-Etienne à Lyon"" (1840). "
Observatoire de Lyon,9 avenue Charles André,69230,Saint-Genis-Laval,,45.695441,4.782553,,,,"Bus 10, 88 : Saint-Genis Centre -  Bus 78 : Observatoire",XIXe ,"Fondé en 1878, l’Observatoire de Lyon, laboratoire de recherche en astrophysique, est l’un des 9 observatoires français. Doté de 21 bâtiments et de plus de 40 instruments classés ou inscrits au titre des Monuments historiques, il se situe au cœur d’un parc de quatre hectares, riche de 500 arbres et arbustes. "
Chapelle de Notre Dame de Beaunant,178 chemin de Beaunant,69230,Saint-Genis-Laval,,45.716830,4.777869,,,,Gare TER : Chaponost,XIXe ,"Lieu de pèlerinage de style néo-byzantin, la chapelle fut élevée en 1857, près des ruines de la première chapelle construite au XIIIe siècle."
Villa Chapuis,45 avenue Georges Clemenceau,69230,Saint-Genis-Laval,,45.698492,4.794846,,,,"Bus C10, 88 : Saint-Genis-Laval - Mairie",XIXe  ,"Témoin de l'art décoratif de la fin du XIXe siècle, la Villa Chapuis présente des similitudes avec la Villa Lumière et elle est conçue par le même architecte, Charles Alex."
Parc de Beauregard,145 avenue de Gadagne,69230,Saint-Genis-Laval,,45.690470,4.784732,,,,"Bus C10, 88 : Saint-Genis Centre",XVIe ,"Parc, vestiges du château et vignes de Beauregard. Ouverture du Nymphée."
Eglise,5 place Chanoine Coupat,69230,Saint-Genis-Laval,,45.695089,4.794730,,,,Bus 10 : Saint-Genis - Centre,,"Reconstruite en 1781 sur l’emplacement de l’ancienne église, elle a été l’objet de différents agrandissements et aménagements à partir de 1844. A l'intérieur, statues, boiseries, autel, peintures et vitraux d'intérêt patrimonial."
Le parc de la maison des champs,130 avenue Clémenceau,69230,Saint-Genis-Laval,,45.696400,4.793808,,,,Bus C10,,
Fort de Côte Lorette,Rue de la Croix-Rouge,69230,Saint-Genis-Laval,,45.698492,4.783988,,,,Bus 17-101: Observatoire,,
Domaine des Grandes Trêves,82 avenue Marcel Mérieux,69290,Saint-Genis-les-Ollières,,45.760136,4.714900,04 78 92 94 47,,,Bus 72 : Grandes Trêves,XIVe ,"Mentionnée depuis le XVème siècle sur des capitulaires comme propriété des Chanoines de Saint-Just, cette bâtisse devint à la Renaissance le centre d’un important territoire de chasse."
Tour médiévale,Place de l'Église,69650,Saint-Germain-au-Mont-d'Or,,45.880974,4.805296,,,,"Bus 61, 92, 96 - TER Gare Saint-Germain-au-Mont-d'Or",XIIe  ,Château classé Monument historique offrant une belle vue sur le Val de Saône.
Les choux lents,19 avenue de la Résistance,69650,Saint-Germain-au-Mont-d'Or,,45.879810,4.803856,,,,"Bus 70 (Cordelier/PartDieu) jusqu'à Neuville (environ 1h de trajet) puis marche/stop/vélo/train depuis Albigny Neuville (à 5 km de Saint Germain) – SNCF Part Dieu, Vaise et Perrache compter 15/20mn et 15 minute de marche jusqu'aux Choux Lents",XIXe ,"Les bâtiments en pierre et pisé datent de 1850. Les Choux Lents sont composés d’appartements individuels et d’espaces communs. Collectif autour de l'écologie, la communication bienveillante, l'auto-rénovation, les règles de vie au quotidien ou le montage juridique et financier non spéculatif."
Fort de Saint-Priest,Rue du Grisard,69800,Saint-Priest,,45.697173,4.963031,,,,Tram T2 : Saint-Priest Bel-Air ; Bus C25 : Centre sportif,XIXe ,"Edifice militaire construit entre 1886 et 1895 faisant parti de la ceinture de défense de Lyon. À voir : sa grille de défense unique en France, ses coffres de contre-escarpe, une reproduction grandeur réelle d'un canon de 120, la maquette du fort, une exposition sur la construction de l'ouvrage."
Château de Saint-Priest,2 rue de l'égalité,69800,Saint-Priest,,45.696783,4.944653,04 78 21 25 58,,,Tram T2 et bus C25 : arrêt Saint-Priest - Jules Ferry.,XVe-XXe ,Château médiéval remanié aux époques moderne et contemporaine.
Centre de maintenance des tramways T1 et T2,Cours du professeur Jean Bernard,69800,Saint-Priest,,45.717851,4.929235,,,,Tram T2 : Porte des Alpes,XXIe ,Centre de remisage et de maintenance des rames du tramway de Lyon réalisé par le cabinet d'architecture Ferrandet inauguré en 2001.
Eglise,1 place Favard,69800,Saint-Priest,,45.697502,4.943654,,,,Tram T2 et bus C25 : arrêt Saint-Priest - Jules Ferry.,,Eglise du village dont la dernière grande rénovation date de 1833. La récente réfection de son parvis et de son sol ont mis au jour un tombeau et plusieurs sépultures.
Artothèque - Archives municipales,Rue Léon Perrier,69800,Saint-Priest,,45.695155,4.936122,﻿﻿04 27 86 53 27,artotheque@mairie-saint-priest.fr,,Tram T2 Saint-Priest Hôtel de Ville.,,"Les Archives municipales de Saint-Priest disposent, depuis 2014, de nouveaux magasins situés sous l'Artothèque, dans l'ancien tri postal totalement réaménagé pour répondre aux normes de conservation actuelle."
Eglise,Place de l'Église,69270,Saint-Romain-au-Mont-d'Or,,45.837322,4.823051,,,,Bus 43 : quai de Charézieux - parking sur les quais ou à Saint Romain,XIIe-XVe-XVIIe,"Vitrail et bénitier classés Monuments historiques, clocher et chœur inscrits à l'inventaire supplémentaire."
Route du Mont-Thou,0,69270,Saint-Romain-au-Mont-d'Or,,45.842655,4.805909,,,,,,
Saint-Romain centre,0,69270,Saint-Romain-au-Mont-d'Or,,45.838005,4.824919,,,,Bus 40 sur rive gauche : Ecluse Rochetaillée et marche 20 mn environ - Parking sur quais de Saône ou à Saint-Romain,,
ZAC Castellane,"Place du Belvédère, à partir du 24 boulevard Castellane",69580,Sathonay-Camp,,45.823663,4.873513,,,,Bus C2 : Perica Mercleres / Bus 9 : Sathonay Mairie,,"Zone d’Aménagement Concertée en cours de construction, achevée à 60%, qui doublera à terme la population de la commune."
Eglise Saint-Laurent,Route de Saint-Trivier,69580,Sathonay-Village,,45.831280,4.878380,,,,Bus 77 : Sathonay-Village Eglise,XIXe ,Église néo-gothique construite en 2 étapes (1862 et 1867) à l'emplacement d'une autre église datant du XIIIe siècle.
Mairie,1 rue Saint-Maurice,69580,Sathonay-Village,,45.831858,4.880836,,,,Bus 77 : Église - Parking : place Louis Danis et parc de la Mairie,XIXe ,Sous-sols de la mairie : cave à neige et exposition d'outils et d'objets anciens.
Médiathèque de Solaize,Place de la Mairie,69360,Solaize,,45.639438,4.840425,,,,Bus 39 : Place de la Mairie,XXIe ,Médiathèque installée dans un jardin public et adossée à un mur bordant la place du centre bourg. Inaugurée en 2004.
Eglise Saint-Claude,Place de Tassin,69160,Tassin-la-Demi-Lune,,45.761076,4.759558,,,,Bus 5 et 98 : Tassin Gare - Bus 72 : Tassin Depéret,XIXe ,Bâtiment de style néo-roman plaqué de pierres dorées abritant un chemin de croix sculpté dans le bois par Robert Darnas qui a aussi réalisé le tympan et le linteau du porche d'entrée.
Atrium,35 avenue du 8 mai 1945,69160,Tassin-la-Demi-Lune,,45.760443,4.771264,04 78 34 70 07,atrium@villetassinlademilune.fr,http://www.tassinlademilune.fr/loisirs/l-atrium.htm,"Bus 55, 98, 55 : Trois Renards ; Bus 5, Bus 14",XXe ,Centre culturel et Bureau information jeunesse.
Association Côté jardin,Angle chemin Antoine Pardon et rue Finat Duclos,69160,Tassin-la-Demi-Lune,,45.758227,4.751785,,,,Bus 72 : Tassin les Bruyères,XXe ,"Potager biologique, collectif et éducatif d’1 ha créé en 1989."
Mairie,Place Hippolyte Péragut,69160,Tassin-la-Demi-Lune,,45.761624,4.777222,,,,Bus 72 et 98 : Tassin Centre social,,
Planétarium,Place de la Nation,69120,Vaulx-en-Velin,,45.778104,4.921714,04 78 79 50 13,,http://www.planetariumvv.com,Bus C3 : arrêt Hôtel de ville/Campus,XXe ,"Le Planétarium de Vaulx-en-Velin a fêté ses 20 ans en 2015. Agrandi en 2013, il est aujourd'hui un lieu culturel atypique."
Musée des Sapeurs pompiers,19bis avenue du Bataillon-Carmagnole-Liberté,69120,Vaulx-en-Velin,,45.758955,4.927588,,,,"Métro A, Tram T3 (Gare Part-Dieu ; Meyzieu) - Bus C8, C15, 16, 52, 68, 83, Zi3, Zi4, Zi5 et 100 Eurexpo. En voiture : Périphérique Laurent Bonnevay, sortie Vaulx La Soie. (15 mn du centre de Lyon)",XXe ,"Situé à proximité des usines Tase, le bâtiment industriel est la réserve des véhicules de collection du musée des sapeurs-pompiers Lyon-Rhône. Plus de 200 véhicules, échelles et pompes à bras retraçent l'histoire de la lutte contre le feu et autres catastrophes."
Usine TASE,14 allée du Textile,69120,Vaulx-en-Velin,,45.761050,4.925967,,,,"Métro A, Tram T3,  Bus C8 : Vaulx-en-Velin la Soie",XXe ,Atelier de tissage en activité disposant de matériels anciens et de machines actuelles.
Eglise Saint-Thomas,16 avenue Pablo Picasso,69120,Vaulx-en-Velin,,45.775874,4.916691,,,,Bus C8 : arrêt Vaulx Picasso,XXIe  ,"Seule église XXIe siècle de la Métropole, inaugurée en décembre 2012."
Maison du projet Carré de Soie,3 avenue des Canuts,69120,Vaulx-en-Velin,,45.761199,4.922979,,,,"Tram T3 - Métro A - Bus C18, C15, 16, 57, 68, 83 : Vaulx-en-Velin / La Soie ",,"Lieu d'exposition autour du projet urbain du Carré de Soie. Présentation des principes du projet urbain, maquette virtuelle, cartographies et panneaux historiques."
Bibliothèque Georges Pérec,Rue Louis Michoy,69120,Vaulx-en-Velin,,45.785859,4.911126,,,,"Bus C3, 7, 37, 52 : Hôtel de Ville",,
Grand Parc de Miribel Jonage,Chemin de la Bletta,69120,Vaulx-en-Velin,,45.798469,4.940951,04 78 80 56 20,info@grand-parc.fr,http://www.grand-parc.fr,Bus 95 : Meyzieu-Parc du Grand Large ; Pistes cyclables,,
Ancien cimetière,Rue Catherine de Chaponnay,69200,Vénissieux,,45.705198,4.883609,,,,"Métro D, Tram T4 : Gare de Vénissieux",XIXe ,"Créé en 1819, le cimetière comprend de nombreuses stèles du XIXe siècle et du début du XXe siècle. "
Eglise Sainte-Jeanne d'Arc,Place Jeanne d'Arc- rue Jeanne Labourbe,69200,Vénissieux,,45.717669,4.885757,,,,"Métro D, C23, C25, 39, 79, 296 : Parilly",XXe ,"Eglise atypique, construite de 1931 à 1933. Les vitraux du chœur représentent la Sainte Famille et le monde ouvrier, avec en fond les usines Berliet. L'édifice et les vitraux sont inscrits à l'inventaire supplémentaire des Monuments historiques."
Médiathèque Lucie Aubrac,2 - 4' avenue Marcel Hoüel,69200,Vénissieux,,45.41465,4.53048,,,,"Tram T4, bus C12 : Marcel Hoüel-Hôtel de Ville",XXe ,"Médiathèque construite par Dominique Perrault, également architecte de la Bibliothèque nationale de France."
Théâtre de Vénissieux,8 boulevard Laurent Gerin,69200,Vénissieux,,45.704291,4.882081,,,,"Métro D, Tram T4 : Gare de Vénissieux - Bus 93 :  Langevin",,Le Théâtre de Vénissieux est un bâtiment situé au coeur de la Maison du Peuple.
Institut Bioforce,41 avenue du 8 Mai 1945,69200,Vénissieux,,45.690949,4.866407,04 72 89 31 41,,,,,
Station service de Jean Prouvé,641 route de Givors,69390,Vernaison,,45.642292,4.809804,,,,SNCF : Gare de Vernaison,XXe ,"La station service conçue par Jean Prouvé pour Total et bâtie en 1969, est une rotonde en structure métallique et panneaux stratifiés. Après une brève période de ruine, elle est devenue ""Lieux-Dits"", agence d'architecture, d'arts plastiques et d'urbanisme depuis 1989."
Office de Tourisme,14 cours Brillier,38200,Vienne,Vienne,45.521896,4.871344,04 74 53 80 30,,http://www.vienne-tourisme.com,,,
Centre commun des collections de Géologie - Université Lyon 1 - Bâtiment Darwin-D ,2  rue Raphaël Dubois,69100,Villeurbanne,,45.780590,4.866983,Tram T1 : Université Lyon 1,,,,XIXe ,"Collections, principalement de Paléontologie, témoignage de 200 ans de collectes, sont un patrimoine scientifique de très grande renommée."
Université Lyon 1 - Herbiers de l'Université,9 rue Raphaël Dubois,69100,Villeurbanne,,45.780590,4.866983,,,,Tram T1 : Université Lyon 1,XIXe ,Bâtiment sur trois niveaux de 2250 m2 contenant des collections historiques de botanique et de mycologie.
Cimetière ancien de Cusset,1 rue du cimetière,69100,Villeurbanne,,45.765098,4.911704,,,,"Métro A, Bus C3 : Laurent Bonnevay Astroballe",XIXe ,Ce cimetière surprend par la beauté de ses monuments parmi lesquels on compte l'une des rares tombes de style Art Nouveau de l'agglomération lyonnaise et plusieurs tombes de style Art Déco.
Centrale hydroélectrique de Cusset,82 rue de Pierrefrite,69100,Villeurbanne,,45.766827,4.914129,,,,"Métro A, Bus C3, C8, 11, C15, C17, 7, 57, 67, 83 : Laurent Bonnevay-Astroballe",XIXe ,"Ouvrage industriel et ouvrage d'art construit en 1899, il est à l’époque la centrale la plus puissante au monde."
Chapelle de la communauté des filles de Saint Paul,81 rue Pierre Voyant,69100,Villeurbanne,,45.768166,4.900005,,,,"Metro A, Bus C17 : Cusset",XIXe-XXIe,Chapelle entièrement rénovée en 2003 et décorée par un artiste verrier.
Ecole Nationale de Musique de Villeurbanne,46 cours de la République,69100,Villeurbanne,,45.766918,4.872995,,,,"Métro A : République – Bus 27 : École Nationale de Musique, C3 : Institut d’Art Contemporain",XIXe-XXe-XXIe ,L'école s'est implantée dans les locaux de l'ancien Orphelinat de Villeurbanne.
La Paillasse Saône,1 rue du Luizet,69100,Villeurbanne,,45.783683,4.884674,,,,"Tram T1 : Croix Luizet, continuer sur l'avenue Albert Einstein puis deux fois à droite sur la rue du Luizet.",XXe,"Laboratoire de recherche ouvert, citoyen et collaboratif au service du développement durable, la Paillasse Saône est un espace de liberté, d'éducation et d'apprentissage des sciences et de développement de projets innovants dans les domaines des technologies propres et des sciences du vivant. "
Gratte-ciel centre-ville,6 avenue Henri Barbusse,69100,Villeurbanne,,45.769135,4.879149,,,,Métro A : Gratte-ciel,XXe-XXIe ,"Le projet Gratte-Ciel centre-ville, un renouvellement urbain dans un quartier historique. L'ambition du projet est de faire perdurer la vision avant-gardiste de Morice Leroux, avec une architecture du XXIe siècle qui ait la même force et qui puise dans les exigences contemporaines les éléments de sa modernité."
"Le Rize, Centre Mémoires et Société",23-25 rue Valentin Haüy,69100,Villeurbanne,,45.759433,4.884172,,,http://lerize.villeurbanne.fr,Bus C3 : Blanqui - Centre mémoires & société - Bus C11 : Arago - Bus C26 : Verlaine - 4 Août - Bus C9 : Reconnaissance - Balzac - Bus 69 : Verlaine - Tram T3 : Reconnaissance – Balzac - Métro A : Gratte-ciel,XXe-XXIe,"Situé dans un bâtiment réhabilité de type industriel, ancien dépôt d'archives du Crédit Lyonnais, le Rize est un espace de culture et d’échange."
"Maison du livre, de l'image et du son François Mitterrand",247 cours Emile Zola,69100,Villeurbanne,,45.768010,4.887696,04 78 68 04 04,,,"Métro A, bus 69 : Flachet",XXe ,"Ce remarquable bâtiment, inauguré en 1988 et conçu par l’architecte suisse Mario Botta, abrite la principale médiathèque de Villeurbanne."
Théâtre National Populaire,8 place du Docteur Lazare Goujon,69100,Villeurbanne,,45.766345,4.879554,04 78 03 30 00,billetterie@tnp-villeurbanne.com,http://www.tnp-villeurbanne.com,"Métro A : Gratte-Ciel - Bus C3 : Paul Verlaine – Bus 27, 69, C26 : Mairie de Villeurbanne",XXe ,"Centre dramatique national, le TNP exerce une mission de service public à travers la création et l'accueil de spectacles accessibles à tous."
Institut d'Art Contemporain,11 rue Docteur Dolard,69100,Villeurbanne,,45.762476,4.872353,04 78 03 47 00,iac@i-art-c.org,http://www.i-art-c.org,"Métro A : République - Bus C3, 27 : Institut d’art contemporain - Bus C9 : Ferrandière",XXe ,"Outil de création, d'expérimentation et de recherche, l'institut relie une activité d'expositions et de rencontres à la constitution d'une collection d'œuvres au rayonnement international."
Urdla - Centre international de l'estampe,207 rue Francis de Pressensé,69100,Villeurbanne,,45.770984,4.887985,04 72 65 33 34,urdla@urdla.com,,"Métro A, Bus 69 : Flachet",XXe ,"Situé dans une ancienne usine, l'URDLA est un centre d'art contemporain dédié à l'estampe."
Cimetière nouveau de Cusset,192 rue Léon Blum,69100,Villeurbanne,,45.761876,4.911071,,,,"Métro A, Bus C3 : Laurent Bonnevay Astroballe",XXe ,Ce cimetière accueille les tombes de migrants venus du monde entier trouver à Villeurbanne le travail et la liberté. 
Eglise de la Sainte-Famille de Croix-Luizet,9 rue Longchamp,69100,Villeurbanne,,45.780289,4.887412,,,,"Bus C17, 37 : Longchamp",XXe ,"Église conçue dans le style Art déco, partiellement en béton, grâce à la participation de la population italienne à Villeurbanne."
Les Gratte-ciel - Appartement témoin,15 avenue Henri Barbusse,69100,Villeurbanne,,45.768518,4.879494,,,,"Métro A : Gratte-Ciel - Bus C26, 69 : Gratte-Ciel Verlaine",XXe ,"La visite de l'appartement témoin des Gratte-ciel vous invite à plonger au cœur de l'habitat social des années 1930, par l'intermédiaire d'une reconstitution historique des plus minutieuses."
Nécropole Nationale de la Doua,30 avenue Albert Einstein,69100,Villeurbanne,,45.782983,4.880587,,,,Tram T1 : Croix-Luizet,XXe ,Nécropole regroupant des combattants morts pour la France durant les conflits contemporains.
MJC Villeurbanne,46 cours Damidot,69100,Villeurbanne,,45.761362,4.886163,,,,"Bus C26, 69 : Verlaine 4 aout",XXe ,
Mosquée Othmane,51 rue Octavie,69100,Villeurbanne,,45.778864,4.888974,,,,Bus C17 : Place des Buers - Bus 37 : Longchamp - Tram T1 : Croix-Luizet,XXIe ,"Mosquée entièrement reconstruite en 2004, elle comprend, sur trois niveaux, plusieurs salles de prières, des salles pour l'enseignement des langues et l'enseignement spirituel."
Village Vertical,3 rue Raymond Terracher,69100,Villeurbanne,,45.758773,4.878549,,,,"Bus C9, 69 : Maisons Neuves, C11 : Florian",XXIe  ,"Le Village Vertical est la première coopérative d'habitants créée en France au XXIe siècle, en partenariat avec l'association Habicoop qui oeuvre à l'émergence d'un mouvement national des coopératives d'habitants, et avec le bailleur HLM Rhône Saône Habitat. "
Eglise Saint-Athanase,11 rue Pierre Baratin,69100,Villeurbanne,,45.765049,4.901119,,,,"Métro A, Bus C17 : Cusset",,"Ancienne église paroissiale, aujourd'hui lieu de culte des catholiques ukrainiens de rite gréco-byzantin et symbole multiculturel."
Temples maçonniques,76 cours Tolstoï,69100,Villeurbanne,,45.762889,4.877349,,,,"Bus C3, 69 : Verlaine - Métro A : Flachet ou République",,Cinq temples maçonniques dont un de 300 places et les quatre autres de 100 places.
Pôle PIXEL - Bât. Le Cube,50 rue Antoine Primat,69100,Villeurbanne,,45.758220,4.898440,,,,"Bus C3, C11 : Cyprian Léon Blum",,Youfactory est une plateforme partagée de production dédiée au prototypage et à la fabrication de pièces uniques et de petites séries.
Université de Lyon-Campus Lyon-Tech la Doua,43 boulevard du 11 novembre 1918,69100,Villeurbanne,,45.781262,4.867394,,,,"Tram T1, T4 : La Doua Gaston Berger",,Le campus de LyonTech-la Doua compte aujourd’hui 22 000 étudiants et regroupe 40% du potentiel scientifique lyonnais. Des aménagements récents ont permis de le labelliser Eco-campus.
Parc de la Feyssine,Boulevard Laurent Bonnevay - Avenue Monin,69100,Villeurbanne,,45.787809,4.883660,,,,"Tram T1 : IUT Feyssine - Bus C1, 4 : Cité internationale, Centre de Congrès (puis traverser le boulevard de Stalingrad)",,Parc naturel urbain.
Unité de transport Bus La Soie,88 chemin de la Poudrette,69100,Villeurbanne,,45.753658,4.920431,,,,"Métro A, Tram T3, C8, C15 : La Soie",,
Mairie de Villeurbanne,1 place du Docteur Lazare Goujon,69100,Villeurbanne,,45.766355,4.879560,04 78 03 67 67,,,Métro A : Gratte-Ciel,,
