descriptif,name,adresse1,adresse2,town,postal_code
"Chapelle votive édifiée sur un point élevé, à l'écart du village. Cette chapelle du XVIIe siècle succède, selon la légende, à un oratoire édifié par un chevalier de retour de Terre Sainte. Le calvaire est situé à 300 m de la chapelle. Il a été érigé par Frère Passarion, un enfant du pays et béni en 1889.",Notre-Dame-de-Bonne-Conduite,chemin de la Chapelle Montceau,,Ruy-Montceau,38300
"Moly-Sabata est une ancienne maison de bateliers datant du XVIIIe siècle, située au bord du Rhône. Le peintre cubiste Albert Gleizes et sa femme Juliette Roche acquièrent cette propriété en 1927. Entre 1930 et 1950, y ont séjourné de nombreux artistes, dont la céramiste australienne Anne Dangar. Depuis 2009, la propriété accueille toute l'année des artistes plasticiens pour des résidences. Label ""Patrimoine en Isère"".",Moly Sabata,1 rue Moly-Sabata,,Sablons,38550
"Ancienne maison forte remaniée au XVIIIe siècle, avec un immense vestibule décoré de peintures murales en trompe-l'œil, œuvres d'artistes italiens vers 1740.",Château de Vaulserre,,,Saint-Albin-de-Vaulserre,38480
"Saint-André-en-Royans a gardé les traces archéologiques de son passé. Il a la particularité d'être groupé autour d'un château du XIIe siècle. L'église de la fin du XVIIe siècle possède un plafond à caissons en bois peint en trompe-l’œil, protégé au titre des Monuments historiques. 
Ce village a été le fief de deux familles illustres, les Prunier-de-Saint-André et les De-Lionne, dont Hughes qui fut ministre de Louis XIV. Le circuit dans le village en suivant le plan dessiné en 1736 permet de découvrir l’histoire du bourg.",Village et église,Le Bourg,,Saint-André-en-Royans,38680
"Installé dans les bâtiments conventuels des XVIIe et XVIIIe siècles, ce musée jouxte l'abbaye, est consacrée aux Hopsitaliers de Saint-Antoine, aux parfums thérapeutiques et à l'histoire des jardins. Chaque saison, des expositions temporaires, spectacles et concerts sont proposés en résonance avec l'histoire du site",Musée de Saint-Antoine l'Abbaye,Le Noviciat,,Saint-Antoine-l'Abbaye,38160
"L'église abbatiale de Saint-Antoine est considérée comme l'une des réalisations gothiques les plus remarquables du Dauphiné. Construit en noyer en 1634, l'orgue a été «volé» en 1805 pour être placé à l'église Saint-Louis de Grenoble et n'a été restitué qu'en 1982.
La manufacture Aubertin a ensuite magnifiquement reconstruit la partie sonore, en 1992, dans le style classique français en conservant le maximum de tuyaux des XVIIe et XVIIIe siècles. C'est l’un des deux orgues les plus joués en concert de la région Rhône-Alpes.",Eglise abbatiale,Abbaye de Saint Antoine,Grande cours,Saint-Antoine-l'Abbaye,38160
"Datée du milieu du XIIe siècle, cette église est formée d'une nef unique de trois travées ouvrant sur une large abside en hémicycle.",Le village,,,Saint-Arey,38350
"Grange du XIXe siècle avec séchoir à noix en sacoche sur toute la longueur de la façade. La restauration, qui s'est terminée en 2013, a reçu le soutien du Parc de Chartreuse et du magazine Le Pélerin ; le label de la Fondation du patrimoine ; un prix de la Fondation Vieilles Maisons Françaises pour le patrimoine en péril ainsi que le Coup de Cœur du Prix Rhônalpin du patrimoine 2012.",La grange aux noix,30 chemin du Bourg,,Saint-Aupre,38960
"Église rénovée, mise en valeur des décors d’origine. ",Eglise,Le village,,Saint-Barthélemy,38270
"Lavoir, calvaire, foulon de l'ancienne tannerie, témoins de lieux de vie d'autrefois, restaurés par l'association Oron & Patrimoine.","Four à pain, lavoir",Le village,,Saint-Barthélemy,38270
"L'église de Saint-Barthélémy à Séchilienne d'origine romane avec son clocher porche, trône entouré de son cimetière, au centre du village. Située au cœur du village, l’église figurait déjà dans l’histoire des visites pastorales de l’évêque de Grenoble le 21 juin 1403. Elle a été progressivement restaurée depuis une trentaine d’années, la voûte du chœur a retrouvé sa forme primitive et laisse désormais réapparaître une petite fenêtre romane qui donne une clarté tamisée dans toute l’église.",Eglise Saint-Barthélémy,,,Saint-Barthélemy-de-Séchilienne,38220
"À l'origine simple maison forte, l'édifice prit sa structure actuelle lors de campagnes de travaux s'étalant de la Renaissance au XIXe siècle. Le château connut son apogée au XVIIIe siècle lorsque le domaine, possession de la famille de la Porte, fut élevé en marquisat par Louis XV. Sont particulièrement intéressants la galerie Renaissance avec ses sculptures et les jardins en terrasses. Monument historique depuis 1991.",Château de l'Arthaudière,"240, allée du château",,Saint-Bonnet-de-Chavagne,38840
"Cette ancienne résidence féodale porte la trace de nombreux remaniements et semble remonter, dans ses parties les plus anciennes, à la fin du XVIe siècle. Toutefois la grosse tour ronde plus ancienne, qui semble être le donjon, a dû faire partie de l'ancienne enceinte du bourg. Il est possible que cet ensemble de bâtiments ait servi de résidence aux archevêques de Vienne lors de leurs visites à l'abbaye.",Château Teyssier-de-Savy,"12, chemin des châteaux",,Saint-Chef,38890
"Inauguré en juin 2015, le jardin médiéval est situé juste en face de l’église abbatiale, au pied de l’ancien doyenné, soit la maison du Doyen de l’abbaye de Saint-Chef. Plantes aromatiques, roses odorantes, légumes oubliés et arbres riches en symboles chrétiens se partagent les 4 carrés du jardin médiéval.",Jardin Médiéval,"1, Place de la Mairie",,Saint-Chef,38890
"Issue d’une abbaye créée au VIe siècle, l’église abbatiale du XIe siècle est l’une des plus anciennes du Dauphiné. Trésor de l’art roman, protégé au titre des Monuments historiques depuis 1840, la chapelle haute est entièrement recouverte de fresques du XIIe siècle.",Eglise abbatiale,Place Antoine Bonnaz,,Saint-Chef,38890
"Situé dans une ancienne maison du XVIe siècle, le musée retrace près de quinze siècles d’histoire à Saint-Chef : les origines de l’abbaye voisine, l’interprétation des fresques romanes de l’église, les traditions locales (vignes et pisé) et les enfants du pays : Louis Seigner et Frédéric Dard.",Musée-Maison du patrimoine,"2, rue du Seigneur de By",,Saint-Chef,38890
"Située à l’étage de l’église, cette chapelle uniquement visible en visite guidée  est entièrement recouverte de fresques de la fin du XIIe siècle évoquant des passages de l’Apocalypse dont la fameuse Jérusalem Céleste, ou Paradis de la fin des temps.",Chapelle des Anges,Place Antoine Bonnaz,,Saint-Chef,38890
"Située dans une ancienne maison de chanoine du XVIe siècle, la mairie actuelle garde encore les traces du passage des religieux : escalier d’apparat, ouvertures aveugles, portes armoriées, sculptures.",Mairie,"1, Place de la Mairie",,Saint-Chef,38890
"Venez découvrir le hameau originel de Saint-Chef et surtout le hameau de celui qui a créé le tout premier monastère du village à qui il a donné son nom : Saint-Theudère, ou Saint-Chef. C’est aussi le hameau où est né le comédien et pensionnaire de la Comédie française Louis Seigner, où repose pour toujours sa fille également comédienne Françoise Seigner… Bref, une terre d’artiste et créateur.",Hameau d'Arcisse,Traversée d'Arcisse,,Saint-Chef,38890
"Au cœur de Saint-Christophe, à deux pas de l'émouvant cimetière où sont enterrés les célèbres guides-montagnards de la Bérarde et du Vénéon, le musée s'adresse à tous les amoureux de la montagne. Il évoque l'histoire de l'alpinisme dans le massif des Écrins et les émotions fortes de cette pratique, synonyme d'engagement, de passion et de liberté. Les Écrins, l'Oisans : un espace aux multiples expressions de cultures.",Musée Mémoires d'Alpinismes,La Bérarde,,Saint-Christophe-en-Oisans,38520
"Eglise actuelle reconstruite en 1851 à l’emplacement de l’ancienne église en pisé et du cimetière. Allongée en 1864 de deux travées au couchant, 
Elle comporte 16 baies qui sont toutes fermées par des vitraux. Datant de la fin du 19e siècle. La particularité de ces vitraux est qu’ils représentent le rosaire avec ses mystères joyeux, douloureux et glorieux. Seules 3 églises en France proposent cette représentation. Les vitraux ont été rénovés et inaugurés en 2012.",Eglise,Place du village,,Sainte-Blandine,38110
"Église du Xie siècle, dont les salles sont protégées au titre des Monuments historiques",Eglise de La Monta,"14, avenue Médecin Général Viallet",,Saint-Égrève,38120
"Inaugurée le 16 novembre 2013 et située au cœur de la ville, dans le quartier du Pont de Vence, La Vence Scène est l'équipement phare de diffusion culturelle du 7e art et du spectacle vivant de Saint-Egrève. Avec ses 1 384 m2 d'espace et fort de ses 2 salles fonctionnant 7 jours sur 7, ce bâtiment allie prouesse technologique et exemplarité sur le plan environnemental.",La Vence Scène,1 avenue Général de Gaulle,,Saint-Égrève,38120
"Le Patio est le nouvel équipement emblématique dédié à la jeunesse saint-égrévoise, inauguré le 21 novembre 2014 ! Ce bâtiment centralise en un lieu les actions menées par la Ville en direction des 12-25 ans et accueille des partenaires locaux impliqués dans le développement d'activités et d'accueil du public jeune. Le Patio est respectueux de son environnement de par son architecture et sa toiture végétalisé mais aussi facilement identifiable par les jeunes avec son bardage en bois aux couleurs vives et sa décoration intérieure acidulée.",Le Patio,"7, avenue de la Monta",,Saint-Égrève,38120
Découverte des tombes des personnages illustres de Saint-Étienne-de-Saint-Geoirs.,Cimetière,Rendez-vous au parking du cimetière,,Saint-Étienne-de-Saint-Geoirs,38590
" L'église Saint George, XIe, de style gothique flamboyant, est un édifice remarquable. A signaler le portail du XIXe, la flèche en pierres de tuf,les peintures murales du XVIe et XVIe, le rétable en bois doré et les 14 stalles du chœur.Bâtiment protégé au titre des Monuments Historiques en 1907, cette église de style Renaissance, malgré certaines apparences romanes, a été fondée par la Maison de Clermont. Elle est construite sur les vestiges d'une église du XIe siècle dont subsisterait la façade, la base du clocher ainsi que l'abside.",Eglise Saint Georges,Place de l'Eglise,,Saint-Geoire-en-Valdaine,38620
"Maison forte du XIIe siècle dont subsistent encore les douves et le pont-levis.Transformée au XVIIIe siècle en une demeure d’agrément dans l’esprit et le goût néoclassique italien, elle a conservé intacte l’empreinte des artistes de l’époque. Entre les contreforts de la Chartreuse et le lac de Paladru, Longpra vous propose un détour au cœur du XVIIe siècle dans un écrin de verdure.",Château de Longpra,401 allée de Longpra,Longpra,Saint-Geoire-en-Valdaine,38620
"Cette petite église de style roman primitif a été donnée par saint Hugues aux Chanoines d’Oulx en 1080. Elle a conservé à travers le temps son aspect médiéval d’origine. La tour carrée du clocher en pierre, au bandeau saillant est percée sur chaque face de deux baies cintrées, elle est coiffée d’une flèche plus haute qu’elle. Classée Monument historique en 1908.",Eglise,rue de la Chapelle et rue de la Tour,,Saint-Georges-de-Commiers,38450
"Perchée en altitude, encadrée de falaises et de canyons, la vallée des Écouges constitue un lieu secret où la faune sauvage prospère en toute quiétude. Elle est aussi un territoire où dix mille ans de présence humaine ont laissé des traces que les historiens et les archéologues repèrent et étudient aujourd’hui. Fiche découverte à l’entrée du site.","Les Ecouges, espace naturel sensible, ancienne Chartreuse","accès depuis Saint-Gervais, suivre col de Romeyère entrée Pont Chabert",,Saint-Gervais,38470
"Site naturel du funiculaire de Saint-Hilaire datant de 1923. La plus vieille machinerie en fonctionnement est visible. À l'espace Icare, en gare haute, venez découvrir les secrets de l'air, du vol et de la gravité. Un espace de découvertes, d’expériences et de jeux, dans un univers qui fait la part belle aux images et à l’imaginaire.",Funiculaire de St Hilaire du Touvet,chemin du funiculaire,,Saint-Hilaire du Touvet,38660
"Château féodal (XIII-XIVe siècles), construit à même le roc, jouissant d’une vue allant du Mont-Blanc au Vercors, surplombant la vallée de la Bourbre. Protégé au titre des Monuments historiques. ",Château de Montplaisant,"485, chemin de Montplaisant",,Saint-Hilaire-de-Brens,38460
"La tour d’Arces construite à la croisée des chemins du col de la Faîta et de la vallée du Grésivaudan, domine le village à 585 m d’altitude.Son édification remonte au début du XIIIe siècle, peu après la construction de l’église de Saint-Ismier estimée en 1160 (classée Monument historique).
Elle est le lieu d’origine de la famille d’Arces, une des plus anciennes et des plus marquantes du Dauphiné.",La Tour d'Arces,Au bout du chemin d'Arces,,Saint-Ismier,38330
Ancienne chapelle des Pénitents blancs transformée en mairie en 1880 par Monsieur Picard.,Mairie de St-Jean-de-Bournay,Montée de l'Hôtel de ville,,Saint-Jean-de-Bournay,38440
"Construite entre le milieu du XIe siècle et la première moitié du XIIe siècle, de style roman, cette chapelle est la propriété de la commune depuis 1973. Elle est située dans un site protégé. Saint-Pierre-de-Bournay constituait l’une des deux paroisses de la commune. Panneaux explicatifs à l'intérieur de la chapelle.",Chapelle de Bournay,"154, place Joseph Tournier",,Saint-Jean-de-Bournay,38440
"Madone de 5 mètres de hauteur sur un édifice de 24 mètres. Construite en 1894 sur la colline à l’arrière de l’hôtel de Ville, la Madone domine la ville de Saint-Jean-de-Bournay. Vue panoramique sur les vallées et les coteaux du sud.",Notre-Dame-des-Lumières,Montée de l'Hôtel de ville,,Saint-Jean-de-Bournay,38440
Vestiges de l’ancienne tuilerie et briquetterie. ,Tuilerie,"18, chemin de la Tuilière",,Saint-Jean-de-Bournay,38440
"Remanié à la Renaissance, Cuirieu a conservé ses fenêtres à meneaux et se compose de deux corps de logis en équerre flanqués de trois tours rondes. Au XVIIIe siècle, les douves ont été comblées et une terrasse construite côté sud, conduisant au jardin français.",Château de Cuirieu,"600, chemin de Cuirieu",,Saint-Jean-de-Soudain,38110
"L’un des plus anciens édifices romans de l’Isère (XIe siècle), protégé au titre des Monuments historiques. L’autel du XVIIe siècle est classé. Le tabernacle exécuté en bois polychrome et doré se distingue par la profusion de son décor et la qualité de son exécution.",Eglise Saint-Jean-Baptiste,Place de l'église,,Saint-Jean-le-Vieux,38420
"Pour accéder au « Pain de sucre », site de la motte castrale (château de l’an mil en terre et bois), il faut emprunter la voie dallée médiévale. Elle conserve ses aménagements d’écoulement de l’eau et un très beau mur de soutènement.",Voie médiévale,Le village,,Saint-Lattier,38840
"Mariette a cette capacité extraordinaire de créer à partir de tout ce qui l’entoure. Ses joies, ses peines, ses coups de cœur sont, aussitôt vécut, matérialisés en une forme singulière. Tous les objets qui l’entourent sacrés ou banals, poétiques ou indignes constituent son répertoire de formes. Elle puise dans cet inventaire du quotidien, l’essence même de son inspiration pour nous offrir des hybridations qui interrogent nos certitudes.",Musée la maison de Mariette,107 rue du Souvenir Français,,Saint-Laurent-du-Pont,38380
"Chef-lieu de baillage sous l’Ancien régime, puis sous-préfecture, Saint-Marcellin qui possède jusqu’à sept églises et quatre couvents devient très tôt une capitale religieuse et administrative. Un riche passé historique à découvrir au centre-ville : place d'armes, maison delphinale, place des Carmes, rue des remparts, passage du Palais, grande rue, église et l’ancien tribunal",La ville,1 bd du Champ de Mars,,Saint-Marcellin,38160
"Construite au XIIe siècle, cette chapelle possède des caractéristiques stylistiques semblables à plusieurs autres édifices romans de la région. Elle est aujourd'hui encore entourée de son petit cimetière dans lequel on peut voir la tombe du sculpteur Émile Gilioli.",Chapelle Saint-Christophe de Pâquier,Hameau de Pâquier,,Saint-Martin-de-la-Cluze,38650
"La maison et l‘atelier du sculpteur Emile Gilioli, considéré aujourd’hui comme l’un des artistes les plus marquants de la sculpture abstraite d’après-guerre, présente plusieurs œuvres originales témoignant de la diversité de sa production artistique. Les lieux, restés intacts, restituent l’atmosphère où vécut l’artiste.
La visite de l'atelier est complétée par la promenade jusqu'à la chapelle de Pâquier, chapelle romane du XIIe siècle, où se trouve la tombe du sculpteur.",Atelier Gilioli,Rue des Gantiers,,Saint-Martin-de-la-Cluze,38650
"L’un des plus anciens châteaux forts de l’Isère (1230) et résidence des évêques de Grenoble. Vestiges d’une tour restaurée, architecture médiévale : archères, appareillage en briques, chemin de ronde. Salle du blason de Siboud Alleman, escalier du XVIIe siècle.",Le Bon Pasteur,"14, rue Paul Langevin",,Saint-Martin-d'Hères,38400
"Le campus universitaire de Grenoble a fêté ses 50 ans en décembre 2011.
Cette visite est l’occasion de découvrir son histoire, mais aussi ses particularités architecturales, ses nombreuses œuvres d’art ou son arboretum.",Campus Universitaire,,,Saint-Martin-d'Hères,38400
"Le quartier de la Croix-Rouge est un quartier chargé d'histoire de par la présence des grandes usines installées au début du XXe siècle : la biscuiterie Brun, les établissements de peausseries Vial, Neyret-Beylier, la Sacer qui ont embauché de nombreux réfugiés arméniens. Dans le cadre du centenaire du Génocide arménien, c'est autour cette mémoire arménienne, qu'une ballade contée vous est proposée dans ce que l'on appelait « la Petite Arménie » ou « Haî Notz ». La place du 24 avril 1915 nous rappelle cette histoire ainsi que celle de ces habitants.",Quartier de la croix-rouge,Place du 24 Avril 1915,,Saint-Martin-d'Hères,38400
"L'institut CGT d'histoire sociale collecte dans les entreprises les archives de ses syndicats, afin de constituer la mémoire du monde ouvrier isérois. Il a en dépôt 200 000 documents, des collections de photographies et environ 700 affiches retraçant les luttes dans notre département.",Institut CGT d'histoire sociale,"3, rue André-Chenier",,Saint-Martin-d'Hères,38400
"Situé au pied de la colline du Murier, autour de la première place publique dite de la Liberté, cet ensemble patrimonial retrace l’histoire de Saint-Martin-d’Hères. Le monument commémoratif de la Révolution française, la première mairie-école, le monument aux morts 14/18, les lavoirs, les fontaines et l’église, l’habitat ancien, sont autant de traces historiques  à découvrir.",Le Village,Place de la liberté,,Saint-Martin-d'Hères,38400
,Médiathèque - Espace Péri,"16, avenue Pierre Brossolette",,Saint-Martin-d'Hères,38400
,Médiathèque - Espace Paul Langevin,"29, place Karl Marx",,Saint-Martin-d'Hères,38400
,Médiathèque - Espace Romain Rolland,"5, avenue Romain Rolland",,Saint-Martin-d'Hères,38400
,Médiathèque - Espace Malraux,75 avenue Marcel Cachin,,Saint-Martin-d'Hères,38400
"Aménagée par le comte Louis de Saint-Ferriol au milieu du XIXe siècle pour les curistes de la station d'Uriage, cette chapelle fut transformée en un style contemporain en 1983 lors de son acquisition par le diocèse de Grenoble. Près de l'autel, on peut remarquer un bénitier gothique. 
Taillé dans un bloc monolithe de calcaire, il présente sur sa cuve octogonale un très beau décor sculpté de style flamboyant, caractéristique du XVe siècle et est protégé au titre des Monuments historiques.",Chapelle Saint-Luc d'Uriage,Avenue des Thermes,,Saint-Martin-d'Uriage,38410
"Attestée dès 1091, cette église a subi plusieurs remaniements. Le dernier, datant des années 1960, participe du grand renouveau de Vatican II. Il décline toute une symbolique qui amène peu à peu vers le chœur, la lumière et la Résurrection, en particulier par les vitraux inspirés de l'écriture sainte et de la liturgie. Sa situation exceptionnelle permet d'admirer les trois chaînes de montagne (Vercors, Belledonne, Chartreuse).",Eglise de Pinet-d'Uriage,Route d'Allevard (RD 280),,Saint-Martin-d'Uriage,38410
"Construit par l’architecte Ferdinand Bugey en 1892/1894, ce bâtiment abritait dès l’origine un casino et un théâtre. Il a été remanié au cours des vingt dernières années. A l’intérieur, la salle Maurice Savin, remarquablement restaurée, est un témoignage authentique de la Belle Epoque : stucs, moulures, lustres d’origine en pur cristal de Venise (Murano).",Casino d'Uriage,Palais de la Source,,Saint-Martin-d'Uriage,38410
"Construite en 1675 pour remplacer l’église du très ancien prieuré de Saint-Nizier, elle est située au milieu d’un petit enclos qui sert encore de cimetière, ombragé par le tilleul dit «de Sully» (label arbre remarquable). Cette chapelle a été sauvée grâce à la détermination des habitants du hameau. Les décors muraux et le mobilier sont protégés au titre des Monuments historiques.",Chapelle de Saint-Nizier-d'Uriage,Chemin de la chapelle,,Saint-Martin-d'Uriage,38410
"Le marais est situé sur un replat du massif de Belledonne à 1 100 m d’altitude, au cœur de la forêt communale. D'importants travaux de déboisement en 2006 ont rouvert cette zone humide qui était alors en voie de disparition. La vue sur la pessière à sphaignes a été dégagée et rappelle les paysages nordiques. On assiste progressivement au retour d'une biodiversité propre à ce milieu.",Marais des Seiglières,Route de Chamrousse,,Saint-Martin-d'Uriage,38410
"Le parc, aménagé sous Napoléon III, permet une balade agréable au milieu d'espèces variées : séquoias, tilleuls, pins d'Himalaya. Il s'étend sur près de 200 hectares. Né avec l'essor du thermalisme à la fin du XIXe siècle, il reliait l'établissement thermal aux nombreux hôtels de la ville, offrant un parcours champêtre de villégiature.",Parc Thermal,Parc d'Uriage,Route d'Uriage,Saint-Martin-d'Uriage,38410
"L'église a été construite en 1876 à son emplacement actuel en remplacement de l'église primitive trop vétuste. La restauration de 1968 l'a dépouillée de sa chaire à prêcher et de ses stalles de style gothique flamboyant, prenant le parti de la sobriété. L'orgue, don de l'association des Amis de l'orgue, date de 1978.",église Saint-Martin-d'Uriage,Allée de l'église,,Saint-Martin-d'Uriage,38410
"Si sa présence est attestée dès 1091, l'édifice, d'inspiration romane, entouré de tombes anciennes, a été remanié au cours des siècles. De son esplanade on bénéficie d'une très belle vue sur le massif de Belledonne. Elle abrite un mobilier intéressant qui va de l'autel baroque en stuc peint façon faux marbre avec ses angelots, à la chaise de célébrant (protégée au titre des Monuments historiques) provenant très certainement de la Chartreuse de Prémol. À voir également la cloche fondue en 1618 protégée au titre des Monuments historiques.",Eglise Saint-Jean-Baptiste et chapelle de Villeneuve-d'Uriage,Route d'Herbeys-Villeneuve-d'Uriage,,Saint-Martin-d'Uriage,38410
"Emblème et phare de l’Exposition Internationale de la Houille Blanche et du Tourisme de 1925, la Tour PERRET fête en 2015 son 90e anniversaire.",La Tour Perret,,,Saint-Martin-le-Vinoux,38950
"Monument historique depuis 1986, la Casamaures est un bâtiment orientaliste bâti en or gris dans un parc exotique au milieu du XIXe siècle. Ce palais mauresque en ciment moulé évoque les voyages orientaux.",La Casamaures,"58, allée de la Casamaures",,Saint-Martin-le-Vinoux,38950
"Après presqu’un an de travaux, la chapelle de Givray a rouvert ses portes au public en juin 2014. Cet édifice du XIIIe siècle a été entièrement rénové et est désormais dédié à l’accueil d’événements culturels.",Chapelle de Givray,Rue Jules Guesde,,Saint-Maurice-l'Exil,38550
"Ce château, entièrement réaménagé au XVIIe siècle, est constitué d'un corps quadrangulaire s’élevant sur quatre niveaux et cantonné, sur la façade ouest, de deux tours circulaires en encorbellement. Situé au cœur d’un parc, il est doté d’un aqueduc et d’un four à chaux.",Château de Givray,Rue des sources,Quartier du Givray,Saint-Maurice-l'Exil,38550
"La centrale de Saint-Alban-Saint-Maurice possède deux unités de production de 1 300 MW chacune. Elle produit chaque année près de 30% des besoins en électricité de la région Rhône-Alpes. Des guides-conférenciers vous accueillent dans un espace aménagé de 400 m² avec des films, panneaux, maquettes et bornes interactives qui vous plongeront au cœur du monde de l’énergie.",Centrale nucléaire EDF,BP 31,,Saint-Maurice-l'Exil,38550
"Avec ses 33 mètres de hauteur, la tour d'Avallon témoigne de l'histoire d'une famille de nobles chevaliers. Une partie des murs est encore visible dans l'édifice actuel restauré à la fin du XIXe siècle par les Chartreux. On jouit d'un point de vue sur le Grésivaudan.",La Tour d'Avalon,Mairie,,Saint-Maximin,38530
"Édifice de style rococo italien construit sur l’emplacement de l’ancienne église autour de 1840. À voir également la madone Notre-Dame des Vents, qui surplombe la plaine de Bièvre, érigée en 1953 sur l’emplacement d’un château fort.",Notre-Dame des Vents,Centre du village,,Saint-Michel-de-Saint-Geoirs,38590
,Eglise du village,Place de la mairie,,Saint-Paul-de-Varces,38760
"Cette église aurait été une dépendance de l'abbaye de Saint-Paul fondée en 1117. D'origine médiévale, elle a été fortement  reprise au XVIIe siècle puis au XIXe siècle. Une peinture du XVIIe siècle, restaurée en 1993, a été dégagée dans le cul de four de l'église et est attribuée à François Chambon, peintre local. Labélisée Patrimoine en Isère.",Eglise,Le village,,Saint-Paul-d'Izeaux,38140
Cet édifice figure parmi les églises concédées à la prévôté d'Oulx en 1148. Le clocher médiéval flanque l'abside au sud. La flèche pyramidale qui le prolonge est sans doute sensiblement plus récente (XIVe siècle).,Eglise Saint-Pierre et Saint-Paul,Le village,,Saint-Paul-lès-Monestier,38650
"Ancienne zone de tri et d’exploitation du fer, le quartier de Champ-Sappey est devenu un nouveau lieu de vie tourné vers les artisans. A son pied, le pôle enfance construit en 2012 est un exemple d’architecture moderne respectueuse des normes environnementales. Un nouveau patrimoine aux couleurs de l’avenir.",Champ-Sappey,Rue des écoles,,Saint-Pierre-d'Allevard,38830
"Depuis le Moyen Âge, on extrait des montagnes de Saint-Pierre-d'Allevard du minerai de fer. En 1874, un important site industriel est implanté sur la ville comprenant des ateliers et des fours à griller. En 1893, on compte jusqu'à six fours chauffés à la houille. Celui qui subsiste, construit en 1905, est l'un des rares conservés en France",Four à griller,Espace Loisirs de Chantelouise,,Saint-Pierre-d'Allevard,38830
"Au cœur du massif de la Chartreuse, à seulement 2 km du célèbre monastère fondé par saint Bruno en 1084, ce site unique voulu par les moines, permet de mieux comprendre le mystère de l’Ordre des Chartreux et leur mode de vie. La Correrie, maison basse du Monastère, ancien lieu de vie des frères, a été transformée en un musée dont les nombreuses salles nous guident vers l’aventure intérieure et spirituelle des moines Chartreux.",Musée de la Grande Chartreuse,La Correrie,,Saint-Pierre-de-Chartreuse,38380
"Situé dans un cadre exceptionnel, au cœur du Parc naturel régional de Chartreuse, le musée offre aux visiteurs une expérience unique. Voulu, pensé et réalisé par l'artiste Arcabas, au fil de plus de trente années, cet ensemble de cent onze peintures, vitraux et sculptures se place parmi les réalisations les plus abouties de l'art sacré du XXe siècle.",Musée d'art sacré contemporain Saint-Hugues-de-Chartreuse,Eglise Saint-Hugues-de-Chartreuse,,Saint-Pierre-de-Chartreuse,38380
,Forêt domaniale de Grande-Chartreuse,,,Saint-Pierre-de-Chartreuse,38380
"Cette tournerie, encore utilisée ponctuellement, fonctionnait grâce à l’énergie hydraulique. Installée sur le mur du bâtiment, une roue verticale d’environ 2 mètres de diamètre, à pales métalliques, est actionnée grâce à l’eau canalisée en amont par un canal maçonné ou béal souterrain puis une chute forcée. L’atelier présente une ossature en bois bardé. À l’intérieur, il reste encore un banc de scie doté d’une scie circulaire placée à l’entrée du bâtiment.",Tournerie hydrolique de Saint-Même-D'en-Bas,Hameau de Saint-Même-D'en-Bas,,Saint-Pierre-d'Entremont,73670
"Christiane et Émile Thievenaz vous accueillent chez eux pour vous raconter l’histoire de la ganterie dans les Entremonts. À la fin du XIXe siècle de nombreuses femmes cousaient les gants à domicile avant de les retourner en ville. Émile Thievenaz, dont la mère Mathilde était facteur de fabrique, raconte l’histoire de cet artisanat à travers une présentation d’outillages, de gants suivie d’un film.",La ganterie aux Entremonts,Le bourg,,Saint-Pierre-d'Entremont,73670
"L'église présente une partie datant du Xie siècle et une autre datant du XIXe isècle. L’église et la place, y compris le parvis, ont fait l’objet d’une «revisitation» complète par l’artiste d’art contemporain Claude Rutault, dans le cadre d’une commande publique du ministère de la Culture.",Eglise,Place de l'église,,Saint-Prim,38370
"Cette bâtisse fut construite entre 1355 et 1369. Défendue naturellement sur deux de ses côtés, l'édifice adopte un plan en U autour d'une cour centrale fermée au nord par un mur de clôture. Elle conserve de son état initial le donjon, le pigeonnier et le mur de courtine reliant les deux bâtiments. Elle est protégée au titre des Monuments historiques depuis juillet 2010.",Maison Forte des Allinges,Rue du lac,,Saint-Quentin-Fallavier,38070
"Perché sur la colline du Relong au sein d'un espace naturel protégé, le château de Fallavier nous invite à la découverte d'un riche patrimoine historique et architectural. Un premier château bâti probablement à l'époque carolingienne est cédé en 1250 au Comte de Savoie. Ce dernier, conscient de la situation stratégique de Fallavier, décide de faire agrandir et de renforcer son aspect défensif. Depuis 1992, la commune de Saint-Quentin-Fallavier est propriétaire du château et en assure la conservation et la valorisation.",Château de Fallavier,Chemin Saint-Pierre,,Saint-Quentin-Fallavier,38070
"L’ancien moulin de l'abbaye de Chassagne (1514) a fêté ses 500 en 2014. Site hydraulique avec dérivation du Girondin, affluent du Rhône. Trois moulins d’époques différentes sont présents sur le site et retracent l’évolution des techniques, de la roue horizontale du Moyen Âge à la turbine Francis de la fin XIXe siècle en passant par la roue à aube verticale du XVIIIe siècle.",Moulin du Peillard,"89, chemin du Peillard",,Saint-Romain-de-Jalionas,38460
"Le site a été habité et transformé en permanence de l'époque celtique au XVe siècle. Au premier siècle av. J.-C., une ferme allobroge est remplacée par une villa gallo-romaine, puis par un véritable palais dont l'occupation dure jusqu'au Ve siècle. Les vestiges du secteur thermal de la villa gallo-romaine et ceux de la chapelle paléo-chrétienne (IVe siècle) ont fait récemment l'objet d'une mise en valeur facilitant l'accès du public.",Site archéologique du Vernay,Chemin des vignes,,Saint-Romain-de-Jalionas,38460
"Cette église construite du XIe au XIIIe siècle est composée d’un vaisseau unique voûté en berceau. Les murs sont animés par de grandes arcades aveugles, selon un procédé habituel dans la région. Depuis 1793, la nef est affectée au culte protestant.",Le Temple,Le village,,Saint-Sébastien,38710
